abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
The Mediterranean fruit fly lays eggs that hatch into maggots inside fruit. Officials plan to halt population growth by dropping millions of sterile male flies over the affected region.,https://www.nytimes.com/2023/10/31/science/fruit-flies-los-angeles-invasive.html,The Mediterranean fruit fly lays eggs that hatch into maggots inside fruit. Officials plan to halt population growth by dropping millions of sterile male flies over the affected region.,"The winged creatures were squat, striped and just a quarter-inch in size. But the three Mediterranean fruit flies prompted officials to quarantine the produce of an entire Los Angeles neighborhood. They had a plan to stop the spread: more fruit flies — millions of them.",D,3,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-articleLarge.jpg', 'height': 400, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 400}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-jumbo.jpg', 'height': 683, 'width': 1024, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-superJumbo.jpg', 'height': 720, 'width': 1080, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/07/multimedia/00xp-fruitflies/00xp-fruitflies-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'Fruit Flies Are Invading Los Angeles. The Solution? More Fruit Flies.', 'kicker': None, 'content_kicker': None, 'print_headline': 'California Has a Birth Control Plan for Fruit Flies', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Fruit Flies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Pesticides', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AGRICULTURE DEPARTMENT', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 8, 'major': 'N'}]",2023-11-01T00:09:56+0000,article,Express,Science,"{'original': 'By Livia Albeck-Ripka', 'person': [{'firstname': 'Livia', 'middlename': None, 'lastname': 'Albeck-Ripka', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,nyt://article/708af357-1fa9-5135-982b-5effaedc5771,920,nyt://article/708af357-1fa9-5135-982b-5effaedc5771,
A gateway to the Gaza Strip has allowed some vital aid in but has yet to let anyone get out.,https://www.nytimes.com/2023/10/31/world/middleeast/egypt-rafah-crossing-gaza-israel.html,A gateway to the Gaza Strip has allowed some vital aid in but has yet to let anyone get out.,"On the far side of the Sinai Peninsula, about a six-hour drive from Cairo through a largely empty Egyptian desert, the Rafah crossing is a dun-colored expanse of sand, concrete and not much else. Isolated from the rest of the Egypt by not only distance but also heavy military restriction, Rafah can feel as distant from world events as any place on the planet. ",,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-articleLarge.jpg', 'height': 400, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 400}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-jumbo.jpg', 'height': 683, 'width': 1024, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-superJumbo.jpg', 'height': 1365, 'width': 2048, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31israel-hamas-rafah-lzcq/31israel-hamas-rafah-lzcq-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'The fate of many Gazans lies with the Rafah crossing, and Egypt.', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Sinai Peninsula (Egypt)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Rafah (Gaza Strip)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 6, 'major': 'N'}]",2023-11-01T00:42:01+0000,article,Foreign,World,"{'original': 'By Vivian Yee', 'person': [{'firstname': 'Vivian', 'middlename': None, 'lastname': 'Yee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,nyt://article/4002b0f0-01c8-57ef-aef8-b05ae71e8e98,858,nyt://article/4002b0f0-01c8-57ef-aef8-b05ae71e8e98,Middle East
The Oct. 7 Hamas assault on Israel and a surge in acts of antisemitism have awakened a repressed horror in Jewish populations across the continent.,https://www.nytimes.com/2023/10/31/world/europe/europe-antisemitism-israel-hamas.html,The Oct. 7 Hamas assault on Israel and a surge in acts of antisemitism have awakened a repressed horror in Jewish populations across the continent.,"Perhaps not since the Holocaust, which saw the annihilation of about two-thirds of Europe’s Jewish community, have the Jews of Europe lived in an atmosphere of fear so acute that it feels like a fundamental shift in the terms of their existence.",A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-articleLarge.jpg', 'height': 400, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 400}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-jumbo.jpg', 'height': 683, 'width': 1024, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-superJumbo.jpg', 'height': 1366, 'width': 2048, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31europe-antisemitism1-wjqp/31europe-antisemitism1-wjqp-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'For Europe’s Jews, a World of Fear', 'kicker': None, 'content_kicker': None, 'print_headline': 'Familiar Fear Gripping Jews Across Europe', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Europe', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Anti-Semitism', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hate Crimes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Fear (Emotion)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Holocaust and the Nazi Era', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Threats and Threatening Messages', 'rank': 17, 'major': 'N'}]",2023-11-01T00:46:02+0000,article,Foreign,World,"{'original': 'By Roger Cohen', 'person': [{'firstname': 'Roger', 'middlename': None, 'lastname': 'Cohen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,nyt://article/b52c0c16-25ed-57cc-b560-fa5f8ec3997a,1335,nyt://article/b52c0c16-25ed-57cc-b560-fa5f8ec3997a,Europe
"Ina Kenoyer, of Minot, N.D., killed her boyfriend with antifreeze after learning he was set to inherit $30 million and planned to leave her, the authorities said.",https://www.nytimes.com/2023/10/31/us/north-dakota-poisoning-murder.html,"Ina Kenoyer, of Minot, N.D., killed her boyfriend with antifreeze after learning he was set to inherit $30 million and planned to leave her, the authorities said.",A North Dakota woman has been accused of fatally poisoning her boyfriend with antifreeze in what the authorities say may have been a plot to claim part of his $30 million inheritance.,,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-articleLarge.jpg', 'height': 400, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 400}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-jumbo.jpg', 'height': 683, 'width': 1024, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-superJumbo.jpg', 'height': 1292, 'width': 1936, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/31/multimedia/31xp-poison-1/31xp-poison-1-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'Woman Is Accused of Fatally Poisoning Boyfriend With Antifreeze for Inheritance', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Poisoning and Poisons', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Domestic Violence', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wills and Estates', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Minot (ND)', 'rank': 5, 'major': 'N'}]",2023-11-01T01:05:50+0000,article,Express,U.S.,"{'original': 'By Orlando Mayorquin', 'person': [{'firstname': 'Orlando', 'middlename': None, 'lastname': 'Mayorquin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,nyt://article/88661ef0-a44a-5c05-8727-0855b3518b7a,870,nyt://article/88661ef0-a44a-5c05-8727-0855b3518b7a,
His performance as a character sometimes called “the dark prince” won him a Daytime Emmy Award in 2016.,https://www.nytimes.com/2023/10/31/arts/television/tyler-christopher-dead.html,His performance as a character sometimes called “the dark prince” won him a Daytime Emmy Award in 2016.,"Tyler Christopher, an actor best known for his long-running role as Nikolas Cassadine on the soap opera “General Hospital,” died on Tuesday in San Diego. He was 50.",A,29,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-articleLarge.jpg', 'height': 470, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 470}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-jumbo.jpg', 'height': 802, 'width': 1024, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-superJumbo.jpg', 'height': 1604, 'width': 2048, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/03/multimedia/31xp-christopher-bqcz-print1/31xp-christopher-bqcz-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'Tyler Christopher, Actor Best Known for ‘General Hospital,’ Dies at 50', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tyler Christopher, 50, Actor Known for ‘General Hospital’', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Christopher, Tyler (1972-2023)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Soap Operas', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Days of Our Lives (TV Program)', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'General Hospital (TV Program)', 'rank': 6, 'major': 'N'}]",2023-11-01T01:17:05+0000,article,Obits,Arts,"{'original': 'By Alex Traub and Rebecca Carballo', 'person': [{'firstname': 'Alex', 'middlename': None, 'lastname': 'Traub', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Rebecca', 'middlename': None, 'lastname': 'Carballo', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}], 'organization': None}",Obituary (Obit),nyt://article/4d6fa302-638e-539a-86bc-04a9aafed9b4,663,nyt://article/4d6fa302-638e-539a-86bc-04a9aafed9b4,Television
Steve Weyer makes his New York Times debut.,https://www.nytimes.com/2023/10/31/crosswords/daily-puzzle-2023-11-01.html,Steve Weyer makes his New York Times debut.,Jump to: Today’s Theme | Tricky Clues,,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-articleLarge.jpg', 'height': 403, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 403}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-jumbo.jpg', 'height': 688, 'width': 1024, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-superJumbo.jpg', 'height': 688, 'width': 1024, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/10/26/crosswords/01wordplay-anag/oakImage-1698335579215-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'Sites of Some Docs', 'kicker': 'wordplay, the crossword column', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Crossword Puzzles', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Weyer, Steve (Crossword Constructor)', 'rank': 2, 'major': 'N'}]",2023-11-01T02:00:07+0000,article,Games,Crosswords & Games,"{'original': 'By Sam Corbin', 'person': [{'firstname': 'Sam', 'middlename': None, 'lastname': 'Corbin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,nyt://article/d16a1e2c-1029-515c-8695-04f6ec80482d,913,nyt://article/d16a1e2c-1029-515c-8695-04f6ec80482d,
"Corrections that appeared in print on Wednesday, Nov. 1, 2023.",https://www.nytimes.com/2023/10/31/pageoneplus/corrections-nov-1-2023.html,"Corrections that appeared in print on Wednesday, Nov. 1, 2023.","An Inside the Times article on Oct. 19 about street parking in New York City misstated the number of people who flow through the southern half of Manhattan each weekday. Before the pandemic, 7.7 million people flowed through the area on weekdays; not all of them were commuters.",A,15,The New York Times,[],"{'main': 'Corrections: Nov. 1, 2023', 'kicker': None, 'content_kicker': None, 'print_headline': 'Corrections', 'name': None, 'seo': None, 'sub': None}",[],2023-11-01T02:59:20+0000,article,Corrections,Corrections,"{'original': '', 'person': [], 'organization': None}",Correction,nyt://article/4ee2564a-8a2d-5195-8fe9-5c94ba27203d,143,nyt://article/4ee2564a-8a2d-5195-8fe9-5c94ba27203d,
The model and television host dressed as a giant peacock with some help from Cirque du Soleil.,https://www.nytimes.com/2023/10/31/style/heidi-klum-halloween-costume-peacock-cirque-du-soleil.html,The model and television host dressed as a giant peacock with some help from Cirque du Soleil.,"Heidi Klum spread her wings this Halloween. Well, technically, several Cirque du Soleil acrobats spread them for her.",D,2,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-articleLarge.jpg', 'height': 745, 'width': 600, 'subType': 'xlarge', 'crop_name': 'articleLarge', 'legacy': {'xlarge': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 745}}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-jumbo.jpg', 'height': 1024, 'width': 825, 'subType': 'jumbo', 'crop_name': 'jumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-superJumbo.jpg', 'height': 2048, 'width': 1649, 'subType': 'superJumbo', 'crop_name': 'superJumbo', 'legacy': {}}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-thumbStandard.jpg', 'height': 75, 'width': 75, 'subType': 'thumbnail', 'crop_name': 'thumbStandard', 'legacy': {'thumbnail': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2023/11/02/multimedia/31HFO-KLUMCOSTUME-hftp/31HFO-KLUMCOSTUME-hftp-thumbLarge.jpg', 'height': 150, 'width': 150, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge', 'legacy': {}}]","{'main': 'It’s a Bird. It’s a Dame. It’s Heidi Klum’s Halloween Costume.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Halloween Fit for Heidi Klum', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Circuses', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Halloween', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Models (Professional)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Klum, Heidi', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Cirque du Soleil', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Top Model', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Peacocks and Peahens', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Performance Art', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'ACROBATS AND ACROBATICS', 'rank': 9, 'major': 'N'}]",2023-11-01T03:01:29+0000,article,Styles,Style,"{'original': 'By Madison Malone Kircher', 'person': [{'firstname': 'Madison', 'middlename': 'Malone', 'lastname': 'Kircher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,nyt://article/dfa3a171-50bc-5b44-99db-1d3c12ba1faf,636,nyt://article/dfa3a171-50bc-5b44-99db-1d3c12ba1faf,
